Matrícula,Início,Término,Situação,Contrato,Usuário
2379279,2022-06-30,2023-02-27,EXONERADO/RESCISO,18628/2022,5150
220388,1991-08-01,,EM EXERCÍCIO,1586/2022,6479
9061312,2022-11-04,2023-12-31,EM EXERCÍCIO,19418/2023,7093
2355604,1992-03-18,,EM EXERCÍCIO,6789/2022,4810
9370005,2023-03-20,2023-09-15,EXONERADO/RESCISO,21336/2023,3359
335460,2014-01-20,,EM EXERCÍCIO,6154/2022,3303
9062327,1998-03-09,,EM EXERCÍCIO,7826/2022,5828
264792,1994-03-02,,EM EXERCÍCIO,4876/2023,8044
324329,2006-07-27,,EM EXERCÍCIO,5649/2022,4259
9113720,2023-06-01,2025-01-28,EM EXERCÍCIO,26411/2023,7111
216968,1991-06-26,,EM EXERCÍCIO,1500/2022,7601
324590,1994-05-09,,EM EXERCÍCIO,5667/2022,3399
9344969,2021-06-14,2023-01-28,EM EXERCÍCIO,11589/2023,8717
9382038,2023-03-20,2023-09-15,EXONERADO/RESCISO,24533/2023,8723
9352899,2019-03-01,2023-02-27,EXONERADO/RESCISO,11806/2022,3886
246468,2011-01-11,,EM EXERCÍCIO,4336/2022,6469
9062343,1998-03-12,,EM EXERCÍCIO,7827/2023,6610
9083472,2023-03-20,2023-09-15,EXONERADO/RESCISO,21724/2023,3242
9443894,2023-09-01,2025-06-26,EM EXERCÍCIO,27358/2023,4601
9460497,2023-10-24,2025-10-23,EM EXERCÍCIO,30729/2023,1829
9177159,2021-03-15,,EM EXERCÍCIO,9629/2022,4951
9149813,2014-01-20,,EM EXERCÍCIO,9095/2022,5767
257834,1992-10-01,,EM EXERCÍCIO,4797/2022,6178
9417338,2023-10-10,2025-06-26,EM EXERCÍCIO,30904/2023,954
333999,1994-08-01,,EM EXERCÍCIO,6129/2022,8383
242330,2023-04-01,2023-09-27,EXONERADO/RESCISO,24937/2023,2973
154679,2014-01-20,,EM EXERCÍCIO,720/2022,5107
327611,1994-05-10,,EM EXERCÍCIO,5839/2022,9154
230111,1992-05-22,,EM EXERCÍCIO,3550/2023,5671
9331620,2023-09-18,2025-06-26,EM EXERCÍCIO,27689/2023,6415
9390464,2014-01-20,,EM EXERCÍCIO,12436/2022,1032
350613,2008-03-07,,EM EXERCÍCIO,6403/2022,1781
9219579,2008-03-07,,EM EXERCÍCIO,10081/2022,6394
9442936,2016-01-20,,EM EXERCÍCIO,13286/2022,705
9087192,2011-01-11,,EM EXERCÍCIO,8184/2022,9228
9344985,2014-01-20,,EM EXERCÍCIO,11590/2022,849
241695,1990-03-01,,EM EXERCÍCIO,18830/2022,7236
9201971,2011-01-11,,EM EXERCÍCIO,9909/2022,4140
331180,1994-08-01,,EM EXERCÍCIO,6050/2022,8941
9354042,2014-03-06,,EM EXERCÍCIO,11824/2023,4758
9062106,2006-03-29,,EM EXERCÍCIO,7803/2022,5902
349682,2015-01-14,,EM EXERCÍCIO,6380/2023,1288
327344,1994-05-10,,EM EXERCÍCIO,5821/2023,1083
178195,1986-05-06,,APOSENTADO,1154/2023,5748
241717,1989-06-30,,EM EXERCÍCIO,19016/2022,3081
9150315,2014-01-20,,EM EXERCÍCIO,9116/2022,3021
82619,1992-04-24,,EM EXERCÍCIO,307/2022,5951
324604,1994-05-10,,EM EXERCÍCIO,5668/2022,2416
119350,1985-01-02,,EM EXERCÍCIO,350/2023,2060
9095799,2020-11-17,2024-09-30,EM EXERCÍCIO,8363/2023,7401
9150323,2006-03-29,,EM EXERCÍCIO,9117/2022,3315
2368374,1992-03-19,,EM EXERCÍCIO,7047/2022,8980
288470,1990-03-01,,EM EXERCÍCIO,5223/2022,3979
291013,1990-03-01,,EM EXERCÍCIO,5330/2022,6153
301060,1993-11-10,,EM EXERCÍCIO,24/2022,1034
2385228,1992-04-14,,APOSENTADO,7446/2023,1387
9102990,2011-01-11,,EM EXERCÍCIO,8445/2022,5083
229741,2005-08-01,,EM EXERCÍCIO,3533/2023,2064
9105816,2023-01-01,2023-12-31,EM EXERCÍCIO,18005/2023,2392
266302,1992-06-01,,EM EXERCÍCIO,4915/2022,8494
222402,1992-02-19,,EM EXERCÍCIO,1662/2022,10027
9420398,2023-09-18,2025-01-28,EM EXERCÍCIO,30184/2023,7399
224375,1992-02-07,,EM EXERCÍCIO,3300/2022,8989
227021,1991-07-26,,EM EXERCÍCIO,3422/2023,6627
224863,1992-02-10,,EM EXERCÍCIO,3327/2022,8432
229253,1992-02-17,,EM EXERCÍCIO,3502/2022,7637
9337750,2014-01-20,,EM EXERCÍCIO,11524/2022,10128
322849,2023-03-20,2023-09-15,EXONERADO/RESCISO,23406/2023,8761
318914,2014-01-20,,EM EXERCÍCIO,5546/2022,1015
250325,1990-03-01,,EM EXERCÍCIO,4511/2022,9421
9390413,2014-01-20,,EM EXERCÍCIO,12433/2022,7147
9474633,2017-05-30,,EM EXERCÍCIO,14038/2022,6496
2384361,1998-03-09,,EM EXERCÍCIO,7407/2022,6039
154660,1998-03-10,,EM EXERCÍCIO,718/2022,6603
327093,1994-05-10,,EM EXERCÍCIO,5802/2023,6481
2381370,1992-06-10,,EM EXERCÍCIO,7287/2022,5846
9090860,2023-03-20,2023-12-31,EM EXERCÍCIO,26464/2023,8968
348465,2006-03-29,,EM EXERCÍCIO,6362/2023,2147
2351862,1992-04-13,,EM EXERCÍCIO,6706/2022,3239
9112642,2023-09-18,2025-06-26,EM EXERCÍCIO,28471/2023,9215
2367041,1992-05-25,,EM EXERCÍCIO,6968/2022,4550
9331450,2021-07-19,,EM EXERCÍCIO,11462/2022,8702
152005,1985-01-02,,EM EXERCÍCIO,666/2022,9292
9402683,2023-09-11,2025-06-26,EM EXERCÍCIO,27952/2023,1470
198650,2019-08-28,,EM EXERCÍCIO,1342/2022,6304
241741,1989-06-30,,EM EXERCÍCIO,17519/2022,4804
347809,2008-03-07,,EM EXERCÍCIO,6345/2023,3685
9202307,2014-03-06,,EM EXERCÍCIO,9946/2022,726
9390200,2020-09-04,,EM EXERCÍCIO,12412/2022,4548
9074996,2024-01-05,,EM EXERCÍCIO,8006/2022,957
9109030,2023-10-24,2025-10-23,EM EXERCÍCIO,31753/2023,8864
9349430,2021-07-19,,EM EXERCÍCIO,11744/2023,6176
9181032,2014-01-20,,EM EXERCÍCIO,9703/2022,3028
9128298,2023-03-20,2023-09-15,EXONERADO/RESCISO,21842/2023,5758
367079,2023-02-27,2023-01-28,EM EXERCÍCIO,6650/2023,7843
323012,1994-03-24,,EM EXERCÍCIO,5603/2022,2911
9401040,2022-11-07,2024-01-05,EM EXERCÍCIO,19149/2022,8606
9188711,2014-01-20,,EM EXERCÍCIO,9782/2023,851
9443800,2016-01-20,,EM EXERCÍCIO,13343/2022,5675
39705,1989-02-01,,EM EXERCÍCIO,207/2022,7666
9425659,2023-04-01,2023-09-27,EXONERADO/RESCISO,24768/2023,5142
9314792,2022-06-30,2023-01-28,EM EXERCÍCIO,19861/2023,3284
9203184,2023-11-01,2025-10-30,EM EXERCÍCIO,31919/2023,5561
323039,1998-07-21,,EM EXERCÍCIO,5605/2022,743
9425462,2023-09-01,2025-06-26,EM EXERCÍCIO,29507/2023,3298
235466,2023-01-01,2023-12-31,EM EXERCÍCIO,18007/2023,2715
9310770 ,2023-09-18,2025-06-26,EM EXERCÍCIO,28368/2023,2233
2751925,1993-12-01,,EM EXERCÍCIO,7469/2022,1203
319660,2022-06-01,,EM EXERCÍCIO,18515/2022,6448
323586,1994-05-10,,EM EXERCÍCIO,5627/2022,6126
2752492,1994-03-14,,EM EXERCÍCIO,7486/2023,7193
2752794,1994-03-24,,EM EXERCÍCIO,7500/2022,6154
334189,2006-03-29,,EM EXERCÍCIO,6134/2023,980
252204,1990-03-01,,EM EXERCÍCIO,19010/2022,10019
9290923,2023-11-14,2025-10-31,EM EXERCÍCIO,32116/2023,8954
9153632,2020-11-17,2024-09-29,EM EXERCÍCIO,9192/2022,8548
9330283,2023-09-01,2025-06-26,EM EXERCÍCIO,27646/2023,8062
9232397,2023-09-18,2025-06-26,EM EXERCÍCIO,28261/2023,1853
290793,1990-03-01,,EM EXERCÍCIO,5317/2022,2658
9347526,2023-03-20,2023-09-15,EXONERADO/RESCISO,21024/2023,5826
2356619,1992-04-13,,EM EXERCÍCIO,6845/2022,5742
325015,1994-04-24,,EM EXERCÍCIO,5702/2022,10196
156019,1992-07-23,,EM EXERCÍCIO,750/2022,9025
254630,1992-06-25,,EM EXERCÍCIO,4736/2022,2137
9305580,2023-03-13,2023-09-08,EXONERADO/RESCISO,21302/2023,9216
153770,1985-06-01,,EM EXERCÍCIO,700/2022,5471
164127,1992-03-26,,EM EXERCÍCIO,900/2023,3208
323381,2023-01-01,2023-12-31,EM EXERCÍCIO,18008/2023,2783
248703,1992-06-01,,EM EXERCÍCIO,4422/2022,1421
349305,2006-03-29,,EM EXERCÍCIO,6366/2022,9030
193038,1986-05-01,,EM EXERCÍCIO,1297/2022,6669
41580,1989-02-13,,EM EXERCÍCIO,221/2022,4583
9288953,2014-03-28,,EM EXERCÍCIO,10772/2022,6458
128864,1986-05-02,,EM EXERCÍCIO,424/2022,9820
20052,1986-05-13,,EM EXERCÍCIO,133/2022,10567
307203,1990-02-01,,EM EXERCÍCIO,5495/2022,7101
176990,1984-07-01,,EM EXERCÍCIO,1130/2022,9275
201359,1989-06-30,,EM EXERCÍCIO,1375/2022,8084
9136819,2011-01-11,,EM EXERCÍCIO,8981/2022,685
189316,1998-06-30,,LICENCIADO,1287/2022,5476
9299378,2020-09-04,,EM EXERCÍCIO,10854/2022,3580
9158359,2014-01-20,,EM EXERCÍCIO,9346/2022,2368
9420045,2020-09-04,,EM EXERCÍCIO,12955/2022,9302
244600,1990-03-01,,EM EXERCÍCIO,4289/2022,4559
9346260,2023-06-01,2023-11-30,EXONERADO/RESCISO,26444/2023,10301
9319280,2011-01-11,,EM EXERCÍCIO,11174/2022,9381
9476008,2017-05-30,,EM EXERCÍCIO,14074/2022,8942
9175652,2023-03-20,2023-09-15,EXONERADO/RESCISO,21187/2023,4368
328375,1994-05-09,,EM EXERCÍCIO,5897/2022,6146
9426647,2023-11-01,2025-06-26,EM EXERCÍCIO,30970/2023,9953
9120173,2006-03-29,,EM EXERCÍCIO,8731/2022,5509
9474153,2017-05-30,,EM EXERCÍCIO,14005/2022,3610
9184821,2008-02-15,,EM EXERCÍCIO,9750/2022,6267
9207287,2021-11-12,2023-11-12,EM EXERCÍCIO,10033/2022,2604
9059652,2014-01-20,,EM EXERCÍCIO,7701/2022,5447
9149457,2014-01-20,,EM EXERCÍCIO,9075/2022,4274
56650,2006-03-29,,EM EXERCÍCIO,272/2022,4683
9338632,2023-09-11,2025-06-26,EM EXERCÍCIO,27685/2023,4076
238953,1992-05-21,,EM EXERCÍCIO,19595/2022,3413
9391800,2023-03-13,2023-09-08,EXONERADO/RESCISO,20521/2023,3873
9202005,2011-07-08,,EM EXERCÍCIO,9911/2022,910
322369,2006-03-29,,EM EXERCÍCIO,5594/2022,9050
362158,2023-03-20,2023-09-15,EXONERADO/RESCISO,22797/2023,1482
304743,2023-06-01,2023-12-31,EM EXERCÍCIO,27313/2023,2178
9460020,2023-04-01,2023-09-27,EXONERADO/RESCISO,25133/2023,5210
2377330,2006-07-25,,EM EXERCÍCIO,7093/2022,1174
2385490,1992-04-14,,EM EXERCÍCIO,7458/2022,5524
9090819,2008-02-13,,EM EXERCÍCIO,8223/2022,6247
276065,1994-04-28,,EM EXERCÍCIO,5120/2022,2134
9314768,2017-12-28,,EM EXERCÍCIO,11099/2022,683
9202048,2006-03-29,,EM EXERCÍCIO,9915/2022,5003
327255,1994-05-10,,EM EXERCÍCIO,5815/2022,9414
9232613,2023-03-23,2023-12-31,EM EXERCÍCIO,24329/2023,5568
9206884,2014-01-20,,EM EXERCÍCIO,10027/2022,4472
9062459,2023-01-02,2023-12-31,EM EXERCÍCIO,25765/2023,10179
9224289,2023-03-27,,EM EXERCÍCIO,24789/2023,3927
9085920,2019-08-28,,EM EXERCÍCIO,8155/2022,5064
9354549,2022-01-13,2023-11-12,EM EXERCÍCIO,11838/2022,1301
305839,1992-01-17,,EM EXERCÍCIO,5455/2022,4628
9097309,2014-01-20,,EM EXERCÍCIO,8390/2022,5576
239186,1992-03-24,,EM EXERCÍCIO,18348/2022,2417
190993,1998-03-19,,EM EXERCÍCIO,1289/2022,9900
2351978,2023-04-01,2023-12-31,EM EXERCÍCIO,26155/2023,5441
267970,1992-03-24,,EM EXERCÍCIO,4993/2022,2352
9157840,2019-08-28,,EM EXERCÍCIO,9323/2022,7469
9354794,2023-03-15,2025-01-28,EM EXERCÍCIO,22617/2023,10395
9418008,2023-09-18,2025-06-26,EM EXERCÍCIO,30173/2023,4457
9302492,2014-01-20,,EM EXERCÍCIO,10888/2022,9412
9155678,2014-01-20,,EM EXERCÍCIO,9259/2022,2709
9155821,2023-01-02,2023-12-31,EM EXERCÍCIO,26567/2023,5955
9354387,2023-09-11,2025-06-26,EM EXERCÍCIO,27346/2023,4002
290599,1985-07-12,,EM EXERCÍCIO,5308/2022,6107
9221301,2014-01-20,,EM EXERCÍCIO,10093/2022,4204
9074651,2023-12-13,2025-10-31,EM EXERCÍCIO,32317/2023,9867
9075275,2022-07-01,2023-11-12,EM EXERCÍCIO,18531/2022,2693
9330925,2014-01-20,,EM EXERCÍCIO,11451/2022,1153
9451935,2023-09-18,2025-06-26,EM EXERCÍCIO,27924/2023,1637
2366487,1998-03-09,,EM EXERCÍCIO,6931/2022,5386
9300767,2022-11-01,2024-01-05,EM EXERCÍCIO,19104/2022,8591
9149473,2019-08-28,,EM EXERCÍCIO,9077/2023,8167
9433082,2022-09-29,,EM EXERCÍCIO,13203/2022,9600
9070265,2006-03-29,,EM EXERCÍCIO,7952/2022,6361
9162470,2014-01-20,,EM EXERCÍCIO,9413/2022,7614
9474676,2017-05-30,,EM EXERCÍCIO,14041/2022,9729
9460896,2023-09-18,2025-06-26,EM EXERCÍCIO,27990/2023,1025
9127755,2006-03-29,,EM EXERCÍCIO,8770/2022,5558
2385120,2014-02-13,,EM EXERCÍCIO,7439/2022,7224
9255435,2014-01-20,,EM EXERCÍCIO,10453/2023,939
9418350,2023-03-20,2023-09-15,EXONERADO/RESCISO,21744/2023,1835
9062130,2020-09-04,,EM EXERCÍCIO,7807/2022,3317
9135880,2014-01-20,,EM EXERCÍCIO,8959/2023,5326
9250468,2023-10-02,2025-06-26,EM EXERCÍCIO,30460/2023,5440
238880,2019-09-25,,EM EXERCÍCIO,18638/2022,3948
9135731,2006-03-29,,EM EXERCÍCIO,8951/2022,8401
330299,2006-03-29,,EM EXERCÍCIO,5981/2022,9113
9159517,2014-11-24,,EM EXERCÍCIO,9365/2022,8631
9201211,2014-01-20,,EM EXERCÍCIO,9855/2022,5407
304425,2006-03-29,,EM EXERCÍCIO,5409/2023,1518
9202560,2006-07-25,,EM EXERCÍCIO,9957/2023,5309
9326138,2023-09-18,2025-06-26,EM EXERCÍCIO,28659/2023,1932
361232,2012-01-26,,EM EXERCÍCIO,6545/2023,8833
9227474,2014-01-20,,EM EXERCÍCIO,10170/2022,1433
9251448,2014-12-20,,EM EXERCÍCIO,10355/2022,6819
2356430,2008-02-15,,EM EXERCÍCIO,6834/2022,6547
9149716,2014-01-20,,EM EXERCÍCIO,9089/2022,2218
9252487,2023-09-11,2025-06-26,EM EXERCÍCIO,27645/2023,3680
9105450,2023-03-14,2025-01-28,EM EXERCÍCIO,22169/2023,4156
317047,2023-02-02,2023-12-31,EM EXERCÍCIO,20291/2023,5491
9330887,2022-09-29,,EM EXERCÍCIO,11449/2022,9602
9390154,2014-01-20,,EM EXERCÍCIO,12408/2022,4675
237035,1992-05-27,,EM EXERCÍCIO,3838/2022,3279
9330305,2021-06-14,2023-01-28,EM EXERCÍCIO,11443/2023,2647
2754762,1994-03-10,,EM EXERCÍCIO,7594/2022,4524
256986,1992-06-02,,APOSENTADO,4783/2023,6945
9168249,2022-06-01,,EM EXERCÍCIO,18651/2022,8738
2385201,2014-01-20,,EM EXERCÍCIO,7445/2022,2156
306134,1990-02-01,,EM EXERCÍCIO,5466/2022,6080
9291032,2014-01-20,,EM EXERCÍCIO,10814/2023,7442
9224122,2011-01-11,,EM EXERCÍCIO,10096/2022,1614
9348883,2022-09-29,2024-09-30,EM EXERCÍCIO,11725/2023,4531
226670,1991-07-12,,EM EXERCÍCIO,3399/2022,6848
325171,1994-05-10,,EM EXERCÍCIO,5714/2022,1024
9319719,2014-01-20,,EM EXERCÍCIO,11197/2022,3039
9338349,2014-02-14,,EM EXERCÍCIO,11554/2022,8552
265934,1992-02-01,,EM EXERCÍCIO,4899/2022,7003
9457828,2021-02-27,2023-02-27,EXONERADO/RESCISO,13647/2022,2037
244945,1989-06-30,,EM EXERCÍCIO,4306/2022,7784
234494,1992-02-14,,EM EXERCÍCIO,3693/2022,5523
254789,2008-03-07,,EM EXERCÍCIO,4741/2022,6902
9373063,2023-03-27,,EM EXERCÍCIO,24770/2023,10116
9084568,2014-03-06,,EM EXERCÍCIO,8105/2022,2522
2753863,2005-08-01,,EM EXERCÍCIO,7545/2023,3534
9474641,2017-05-30,,EM EXERCÍCIO,14039/2022,5325
304247,1990-02-01,,EM EXERCÍCIO,5403/2022,2776
2355876,2019-03-01,2023-02-27,EXONERADO/RESCISO,6799/2022,944
9333410,2023-09-11,2025-06-26,EM EXERCÍCIO,29072/2023,3552
9255052,2023-09-18,2025-06-26,EM EXERCÍCIO,27902/2023,3572
9203834,2023-09-18,2025-06-26,EM EXERCÍCIO,30152/2023,7286
336920,1994-05-10,,EM EXERCÍCIO,6166/2022,4284
289124,1990-03-01,,EM EXERCÍCIO,5242/2022,3583
9224807,2014-01-20,,EM EXERCÍCIO,10114/2022,2446
2757079,2008-03-07,,EM EXERCÍCIO,7627/2022,8108
9353003,2023-11-08,2025-10-31,EM EXERCÍCIO,32030/2023,5887
9067426,1998-05-01,,EM EXERCÍCIO,7920/2022,9916
237922,1992-05-25,,EM EXERCÍCIO,3880/2022,3073
9333444,2023-03-20,2023-09-15,EXONERADO/RESCISO,24233/2023,10295
9252495,2023-10-02,2025-06-26,EM EXERCÍCIO,30358/2023,3882
9415491,2023-09-28,2025-06-26,EM EXERCÍCIO,29346/2023,8318
2356376,1998-05-14,,EM EXERCÍCIO,6830/2022,1093
234540,1992-02-13,,EM EXERCÍCIO,3698/2022,8070
227188,1991-08-01,,LICENCIADO,3432/2022,6412
331864,1994-08-01,,APOSENTADO,6099/2023,2670
226505,1991-08-07,,EM EXERCÍCIO,3390/2022,7901
9423117,2023-09-11,2025-06-26,EM EXERCÍCIO,28363/2023,2409
229369,2022-10-10,,EM EXERCÍCIO,18349/2022,6911
272639,1993-06-01,,EM EXERCÍCIO,5079/2023,7992
9110143,2022-09-29,,EM EXERCÍCIO,8620/2022,9601
9158855,2023-03-20,2023-09-15,EXONERADO/RESCISO,24990/2023,2263
9094695,2022-01-13,2023-11-12,EM EXERCÍCIO,8333/2023,5432
2753502,2005-08-01,,EM EXERCÍCIO,7527/2023,7048
226610,1991-07-11,,EM EXERCÍCIO,3394/2022,5354
2352672,1992-05-06,,EM EXERCÍCIO,6742/2022,6355
2754223,1994-03-25,,EM EXERCÍCIO,7566/2022,6994
227005,1991-08-01,,EM EXERCÍCIO,3421/2022,6837
241920,1990-03-01,,EM EXERCÍCIO,18629/2022,9430
186210,1988-05-02,,EM EXERCÍCIO,1268/2023,7024
304859,1990-02-01,,EM EXERCÍCIO,5423/2023,4520
238473,1992-03-25,,EM EXERCÍCIO,3902/2022,7097
226807,1991-08-01,,EM EXERCÍCIO,3408/2022,7895
301981,1998-03-26,,EM EXERCÍCIO,5366/2022,6907
9414860,2023-09-18,2025-06-26,EM EXERCÍCIO,28115/2023,4048
241970,2018-01-02,,EM EXERCÍCIO,18081/2022,7696
9169415,2006-03-29,,EM EXERCÍCIO,9479/2022,9156
9174834,2019-08-28,,EM EXERCÍCIO,9577/2022,5037
2359200,1992-03-16,,EM EXERCÍCIO,6904/2022,9488
266272,1992-06-01,,EM EXERCÍCIO,4911/2022,8307
9159533,2014-01-20,,EM EXERCÍCIO,9367/2022,5051
213683,1990-03-01,,EM EXERCÍCIO,1460/2022,5504
9153888,2017-03-02,2022-12-31,EXONERADO/RESCISO,19081/2022,1141
219738,1991-07-03,,EM EXERCÍCIO,1560/2022,4409
245372,1998-03-11,,EM EXERCÍCIO,4317/2022,5731
9226788,2023-11-14,2025-10-31,EM EXERCÍCIO,32120/2023,4301
9327126,2022-05-24,2024-01-05,EM EXERCÍCIO,18945/2022,2075
2754274,1994-03-10,,EM EXERCÍCIO,7572/2022,5235
9105808,2023-09-18,2025-06-26,EM EXERCÍCIO,29582/2023,5783
166570,1992-05-28,,EM EXERCÍCIO,930/2023,8423
235415,1992-05-14,,APOSENTADO,3748/2023,6908
204765,2014-01-20,,EM EXERCÍCIO,1387/2022,2459
250066,1990-03-01,,EM EXERCÍCIO,19571/2022,9617
9301070,2023-10-23,2025-10-22,EM EXERCÍCIO,30746/2023,948
2356830,2006-03-29,,EM EXERCÍCIO,6854/2022,8260
246964,1989-06-30,,EM EXERCÍCIO,4356/2022,9170
121460,1985-07-01,,EM EXERCÍCIO,368/2022,6288
9349359,2021-10-01,2023-01-28,EM EXERCÍCIO,11740/2023,1395
9352430,2023-11-01,2025-06-26,EM EXERCÍCIO,30539/2023,3198
9150080,2006-07-25,,EM EXERCÍCIO,9101/2022,819
273783,1994-05-30,,LICENCIADO,5092/2022,9107
219495,1991-07-04,,EM EXERCÍCIO,1546/2022,9290
236926,1992-05-25,,EM EXERCÍCIO,3828/2022,7615
234010,2005-08-01,,EM EXERCÍCIO,3658/2022,2994
9373217,2016-01-20,,EM EXERCÍCIO,12206/2022,4828
9369473,2023-11-06,2025-06-26,EM EXERCÍCIO,31946/2023,10182
9061878,1998-03-10,,EM EXERCÍCIO,7780/2022,2165
9390600,2023-11-21,2025-06-26,EM EXERCÍCIO,32196/2023,7958
202258,2023-01-02,2023-12-31,EM EXERCÍCIO,26257/2023,4944
287989,2023-01-02,2023-12-31,EM EXERCÍCIO,26156/2023,9472
341410,2014-01-20,,EM EXERCÍCIO,6263/2022,6015
2356740,1992-03-17,,APOSENTADO,6847/2023,5313
9392386,2014-01-20,,EM EXERCÍCIO,12517/2023,2686
240109,1989-06-30,,EM EXERCÍCIO,18469/2022,1080
9061320,1998-03-11,,EM EXERCÍCIO,7732/2022,5076
319767,2023-10-24,2025-10-23,EM EXERCÍCIO,31377/2023,10326
9371303,2023-09-18,2025-06-26,EM EXERCÍCIO,29188/2023,3669
9369414,2023-09-18,2025-06-26,EM EXERCÍCIO,30197/2023,9122
9150099,2011-01-11,,EM EXERCÍCIO,9103/2022,3012
2380072,1992-09-01,,EM EXERCÍCIO,7211/2023,9992
9252916,2023-03-20,2023-09-15,EXONERADO/RESCISO,21219/2023,4462
2383918,1992-03-20,,EM EXERCÍCIO,7379/2022,7640
224960,1992-02-15,,EM EXERCÍCIO,3333/2022,8474
251674,1990-03-01,,EM EXERCÍCIO,4599/2022,7407
251780,1990-03-01,,APOSENTADO,4603/2023,6793
331635,1994-03-24,,EM EXERCÍCIO,6083/2022,5124
147702,1986-04-01,,EM EXERCÍCIO,560/2022,7508
9112367,2020-09-04,,EM EXERCÍCIO,8650/2022,8657
223719,1991-12-18,,EM EXERCÍCIO,1683/2022,8454
126543,1985-07-12,,APOSENTADO,405/2023,648
288071,1990-03-01,,EM EXERCÍCIO,5204/2022,8651
241890,1989-06-30,,EM EXERCÍCIO,19793/2022,6197
241946,1990-03-01,,EM EXERCÍCIO,19027/2022,5265
288578,1989-06-30,,EM EXERCÍCIO,5228/2022,667
145130,1998-03-09,,EM EXERCÍCIO,530/2022,6909
250031,1990-03-01,,EM EXERCÍCIO,4496/2022,3558
198285,1989-02-01,,EM EXERCÍCIO,1339/2022,9998
9365257,2023-09-18,2025-06-26,EM EXERCÍCIO,28521/2023,1863
290750,2023-03-20,2023-09-15,EXONERADO/RESCISO,23762/2023,3274
160172,2006-03-29,,EM EXERCÍCIO,814/2022,7054
251763,1990-03-01,,EM EXERCÍCIO,4602/2022,6169
2754401,1994-03-14,,EM EXERCÍCIO,7577/2023,2106
9160051,2019-08-28,,EM EXERCÍCIO,9386/2022,2912
9084622,2023-04-01,2023-09-27,EXONERADO/RESCISO,25030/2023,2850
287920,2022-10-10,,EM EXERCÍCIO,18351/2022,6958
9064567,2006-07-27,,EM EXERCÍCIO,7865/2022,2513
327115,1994-05-10,,EM EXERCÍCIO,5804/2022,3151
9285474,2023-10-24,2025-10-23,EM EXERCÍCIO,31398/2023,10474
276162,1994-03-14,,EM EXERCÍCIO,5124/2022,5302
325767,1994-08-01,,EM EXERCÍCIO,5754/2022,3229
2381346,1992-06-01,,EM EXERCÍCIO,7284/2022,9501
9230262,2017-01-01,0001-01-01,EXONERADO/RESCISO,17552/2022,824
242080,1990-03-01,,EM EXERCÍCIO,19280/2022,1113
267457,1992-05-25,,EM EXERCÍCIO,4972/2022,3531
9169423,2021-03-01,,EM EXERCÍCIO,9480/2022,8848
9460730,2023-03-20,2024-01-04,EM EXERCÍCIO,23059/2023,1086
9424520,2023-09-01,2025-06-26,EM EXERCÍCIO,29860/2023,4560
325872,1994-08-01,,EM EXERCÍCIO,5764/2022,2924
266310,1991-07-21,,EM EXERCÍCIO,4916/2023,9847
9150110,2023-10-10,2025-06-26,EM EXERCÍCIO,30820/2023,9469
177490,1984-05-21,,EM EXERCÍCIO,1140/2022,9725
219371,2005-08-01,,EM EXERCÍCIO,1539/2023,2053
9149503,2014-02-14,,EM EXERCÍCIO,9081/2022,8509
9172394,2014-04-10,,EM EXERCÍCIO,9515/2022,3246
227412,1991-11-21,,EM EXERCÍCIO,3442/2022,2338
305332,1992-02-02,,LICENCIADO,5440/2022,5513
2357151,1992-04-20,,EM EXERCÍCIO,6864/2022,6401
2382563,1992-05-25,,EM EXERCÍCIO,7330/2022,3791
9360700,2023-10-16,2025-06-26,EM EXERCÍCIO,31106/2023,7215
335568,2014-01-20,,EM EXERCÍCIO,6158/2022,2844
2367998,1992-09-30,,EM EXERCÍCIO,7023/2022,7829
9389997,2014-01-20,,EM EXERCÍCIO,12393/2023,10046
278114,1994-03-24,,EM EXERCÍCIO,5177/2022,1250
9277030,2023-01-02,2023-12-31,EM EXERCÍCIO,25744/2023,5365
228494,1991-11-11,,LICENCIADO,3481/2022,7769
9474196,2017-05-30,,EM EXERCÍCIO,14009/2023,7239
2357062,1992-04-20,,EM EXERCÍCIO,6862/2022,6199
9385134,2022-01-13,2024-01-05,EM EXERCÍCIO,12338/2022,762
9326235,2023-03-20,2023-09-15,EXONERADO/RESCISO,22114/2023,1768
9180958,2011-02-08,,EM EXERCÍCIO,9697/2022,2510
9251464,2023-01-02,2023-12-31,EM EXERCÍCIO,25758/2023,9173
9383239,2023-10-24,2025-10-23,EM EXERCÍCIO,30640/2023,1688
213977,1990-03-01,,EM EXERCÍCIO,1467/2022,6309
9094741,2023-09-11,2025-06-26,EM EXERCÍCIO,28272/2023,1533
9325514,2023-09-11,2025-06-26,EM EXERCÍCIO,29192/2023,9794
9087320,2015-01-14,,EM EXERCÍCIO,8185/2022,7692
304042,1990-02-01,,APOSENTADO,5396/2023,7768
267570,1992-03-25,,APOSENTADO,4975/2023,5383
127248,1986-03-20,,EM EXERCÍCIO,409/2022,10087
2381885,2021-07-19,,EM EXERCÍCIO,7309/2022,775
2379554,1998-03-17,,EM EXERCÍCIO,7188/2022,8460
38385,1989-02-01,,EM EXERCÍCIO,198/2022,7237
9109056,2014-01-20,,EM EXERCÍCIO,8599/2022,6352
9073671,2014-02-13,,EM EXERCÍCIO,7967/2022,8962
